Ligand,s641a_LGFE,s641a_LE,hERG_9CHQ_LGFE,9chq_LE,Nav1.5_6LQA_LGFE,6lqa_LE,Risk,optN_n_LGFE,TdP,hERG5_LGFE,Cav1.2_LGFE,optn_LE,cavRef_LE,MEOO,GEND,GEHC,hERG5_GENA,PRPC,hERG5_MAMN,BENC,ACEC,MAMC,FORC,MEOO9,GEND9,GEHC9,hERG9_GENA,PRPC9,hERG9_MAMN,hERG9_BENC,ACEC9,MAMC9,FORC9,Nav1.5_MEOO,GEND6,GEHC6,GENA6,PRPC6,Nav1.5_MAMN,Nav1.5_BENC,ACEC6,MAMC6,FORC6,MEOOs,GENDs,GEHCs,GENAs,PRPCs,hERGS_MAMN,BENCs,ACECs,MAMCs,MEOOc,Cav1.2_GEND,GEHCc,Cav1.2_GENA,PRPCc,Cav1.2_MAMN,BENCc,ACECc,MAMCc,MolWt,LogP,TPSA,NumHAcceptors,NumHDonors,NumRotatableBonds,RingCount,AromaticRingCount,FractionCSP3,HeavyAtomCount,BertzCT,BalabanJ,Kappa1,Kappa2,Kappa3,smiles
Mirtazapine_PR_p,-7.364,-0.368,-7.416,-0.371,-13.748,-0.687,PR,-8.941,1,-10.651,-5.672,,,0,0,-0.4,-0.47,-1.8,-5.2,-2.74,0,0,0,0,0,-0.14,-0.91,-0.43,-1.6,-4.27,0,0,0,0,0,-0.52,-1.75,-2.04,-3.6,-5.84,0,0,0,0,0,-0.61,-0.25,-1.2,-0.66,-4.64,0,0,0,0,0.18,0.1,-0.95,-1.8,-3.21,0,0,278.464,0.7211,19.71,2,2,1,4,0,1,20,1022.684389,2.210663459,3.85399198,5.583074218,2.318126827,[H]C1NC2C(C([H])C1[H])C([H])([H])C1C([H])C([H])C([H])C([H])C1C1([H])N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C1([H])[H]
Mobocertinib_KR_p,-10.446,-0.243,-8.519,-0.198,-20.601,-0.479,KR,-14.312,1,-17.993,-5.769,,,0,-0.99,-1.19,-2.97,-2.96,-6.2,-3.67,0,0,0,0,-1.97,-0.73,-1.7,-1.12,-0.93,-2.04,0,0,0,0,-1.67,-1.48,-3.46,-3.37,-3.8,-6.86,0,0,0,0,-0.45,-2.18,-0.32,-2.65,-1.7,-3.15,0,0,0,2.64,-0.83,-0.01,-1.66,-1.8,-4.13,0,0,612.925,-0.7901,117.96,10,7,22,4,0,1,43,2154.029436,2.124071823,10.04179024,16.40379707,9.096161366,[H]C([H])C([H])C(O)N([H])C1C([H])C(N([H])C2NC([H])C(C(O)OC([H])(C([H])([H])[H])C([H])([H])[H])C(C3C4C([H])C([H])C([H])C([H])C4N(C([H])([H])[H])C3[H])N2)C(OC([H])([H])[H])C([H])C1N(C([H])([H])[H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H]
Moclobemide_PR_p,-7.501,-0.417,-7.925,-0.44,-13.886,-0.771,PR,-8.912,1,-12.916,-6.699,,,0,-0.32,0,-1.83,-1.65,-6.2,-2.89,0,0,0,0,-0.19,0,-1.81,-1.5,-1.7,-2.72,0,0,0,0,-0.68,0,-2.03,-4.2,-2.4,-4.66,0,0,0,0,-0.23,0,-0.36,-1.59,-1.7,-3.62,0,0,0,-0.9,0,-0.12,-0.61,-2,-3.07,0,0,257.398,-0.3642,45.93,3,3,5,2,0,1,18,798.6116326,2.652189698,3.727689937,7.434297554,4.500746136,[H]C1C([H])C(C(O)N([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])C([H])C1C
Moxifloxacin_KR_p,-8.798,-0.303,-8.337,-0.287,-15.83,-0.546,KR,-10.032,1,-13.385,-5.671,,,0,-0.15,-0.41,-1.63,-3.9,-5.2,-1.89,-0.14,0,0,0,0.3,-0.01,-0.77,-2.16,-1.6,-1.68,-2.4,0,0,0,-0.53,-0.2,-2.54,-4.85,-2.2,-4.47,-0.98,0,0,0,-0.25,-0.64,-0.49,-3.43,-0.59,-2.92,-0.45,0,0,1.1,0.09,0.02,-2.32,-1.6,-1.37,-1.6,0,414.542,-1.48,93.01,6,4,5,5,0,1,29,1454.501538,1.875590701,6.825195082,7.966197268,3.543541188,[H]C1C(F)C(N2C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])C3([H])C2([H])[H])C(OC([H])([H])[H])C2C1C(O)C(C(O)O)C([H])N2C1([H])C([H])([H])C1([H])[H]
Nelfinavir_CR_p,-11.051,-0.276,-10.304,-0.258,-21.943,-0.549,CR,-15.999,1,-16.544,-8.909,,,-0.71,-0.2,0,-0.24,-4.45,-5.2,-5.7,0,0,0,-0.95,-1.03,0,-0.24,-2.22,-0.77,-5.1,0,0,0,-0.35,-1.36,0,-0.73,-8.1,-3,-8.43,0,0,0,-0.24,-0.21,0,-0.14,-5.56,0.62,-5.52,0,0,-1.35,0.51,0,-0.09,-0.89,-1.7,-5.39,0,0,584.932,2.657,109.42,7,7,14,4,0,1,40,2432.628162,2.507037766,7.709802629,15.18285082,9.283146776,[H]OC1C([H])C([H])C([H])C(C(O)N([H])C([H])(C([H])([H])SC2C([H])C([H])C([H])C([H])C2[H])C([H])(O[H])C([H])([H])[N+]2([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])C([H])([H])C2([H])C(O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1C([H])([H])[H]
Nicardipine_PR_p,-9.193,-0.263,-8.636,-0.247,-18.556,-0.53,PR,-13.366,1,-15.405,-9.126,,,0,-0.53,-0.26,-3.58,-2.35,-5.2,-3.46,0,0,0,0,-0.31,-0.21,-1.03,-1.43,-1.2,-4.4,0,0,0,0,-0.32,-0.25,-3.29,-3.1,-3.3,-8.28,0,0,0,0,-0.3,-0.73,-0.83,-2.03,-0.26,-5.04,0,0,0,-0.72,-1.2,0.11,-1.17,-0.28,-5.87,0,0,502.717,1.2492,119.09,8,6,15,3,0,1,35,1624.783586,2.510746148,8.82713728,13.97554952,7.816130323,[H]C1C([H])C([H])C(C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C([H])([H])OC(O)C2C(C([H])([H])[H])N([H])C(C([H])([H])[H])C(C(O)OC([H])([H])[H])C2([H])C2C([H])C([H])C([H])C(N(O)O)C2[H])C([H])C1[H]
Nifekalant_KR_p,-8.928,-0.308,-8.058,-0.278,-17.101,-0.59,KR,-12.084,1,-14.264,-7.424,,,-0.37,-0.19,-0.78,-3.01,-1.78,-5.2,-2.9,0,0,0,-0.16,-0.31,-0.12,-1.96,-0.61,-1.8,-3.15,0,0,0,-0.38,-0.56,-1.02,-2.94,-4.63,-2.8,-4.81,0,0,0,-0.41,-0.24,-1.63,-0.34,-2.17,-0.04,-4.1,0,0,-0.15,-0.37,-1.8,-0.3,-1.46,-0.26,-3.07,0,0,420.575,-1.9397,127.34,9,7,14,2,0,1,29,1406.338448,3.053470191,6.566579861,12.45322926,7.658019611,[H]OC([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])N([H])C1C([H])C(O)N(C([H])([H])[H])C(O)N1C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1C([H])C([H])C(N(O)O)C([H])C1[H]
Nilotinib_PR_p,-11.397,-0.292,-9.015,-0.231,-21.26,-0.545,PR,-14.043,1,-14.12,-7.052,,,0,-1.31,-1.47,-3.59,-1.08,0,-6.67,0,0,0,0,-0.98,-0.34,-2.35,-0.67,0,-4.66,0,0,0,0,-1.48,-1.61,-4.4,-1.91,0,-11.86,0,0,0,0,0.1,-1.75,-0.99,-0.95,0,-7.8,0,0,0,1.08,-0.7,-0.14,-0.59,0,-6.73,0,0,559.766,1.8743,95.65,8,7,9,5,0,1,39,1502.444984,1.504700343,12.99493861,13.18951401,7.85486921,[H]C1NC([H])C(C2NC(N([H])C3C([H])C(C(O)N([H])C4C([H])C(N5C([H])NC(C([H])([H])[H])C5[H])C([H])C(C(F)(F)F)C4[H])C([H])C([H])C3C([H])([H])[H])NC([H])C2[H])C([H])C1[H]
Norepinephrine_SR_p,-6.925,-0.577,-6.749,-0.562,-10.664,-0.889,SR,-6.471,1,-10.385,-6.727,,,-1.96,0,0,0,-0.69,-6.2,-1.55,0,0,0,-1.22,0,0,0,-0.46,-1.8,-3.23,0,0,0,-1.7,0,0,0,-0.95,-3.6,-4.42,0,0,0,-1.16,0,0,0,-0.28,-2.1,-3.35,0,0,-1.51,0,0,0,0.21,-2.8,-2.65,0,0,176.236,-1.8889,88.33,3,4,6,1,0,1,12,437.0162606,3.435724644,2.447923067,4.183204775,2.166395932,[H]OC1C([H])C([H])C(C([H])(O[H])C([H])([H])[N+]([H])([H])[H])C([H])C1O[H]
Norfloxacin_PR_p,-7.238,-0.315,-7.608,-0.331,-13.146,-0.572,PR,-9.029,1,-11.292,-6.405,,,0,0,-0.26,-1.82,-1.92,-5.2,-2.26,0.2,0,0,0,0,0.04,-0.92,-0.43,-1.1,-2.77,-2.4,0,0,0,0,-0.51,-1.86,-2.28,-3.8,-4.73,0,0,0,0,0,-0.76,-0.52,-2.17,-0.48,-3.1,-0.19,0,0,0,0.28,-0.2,-0.4,-1.5,-1.67,-2.9,0,332.44,-2.026,83.78,5,4,4,3,0,1,23,986.1041783,2.32907327,5.857351547,7.289327072,3.405751768,[H]C1C(F)C(N2C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H])C([H])C2C1C(O)C(C(O)O)C([H])N2C([H])([H])C([H])([H])[H]
Nortriptyline_PR_p,-9.013,-0.451,-8.681,-0.434,-15.219,-0.761,PR,-8.764,1,-12.452,-7.753,,,0,0,0,0,-1.84,-6.2,-4.39,0,0,0,0,0,0,0,-1.86,-1,-5.8,0,0,0,0,0,0,0,-4.29,-3.6,-7.34,0,0,0,0,0,0,0,-2.54,-0.66,-5.79,0,0,0,0,0,0,-0.63,-2,-5.15,0,0,278.504,3.9826,16.61,0,1,5,3,0,1,20,948.6721845,2.422368991,3.712973379,7.292121272,3.235244213,[H]C1C([H])C([H])C2C(C1[H])C(C([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])[H])C1C([H])C([H])C([H])C([H])C1C([H])([H])C2([H])[H]
Ofloxacin_PR_p,-8.107,-0.312,-8.071,-0.31,-14.606,-0.562,PR,-9.784,1,-11.956,-6.375,,,0,0,-0.3,-1.94,-2.48,-5.2,-1.85,-0.14,0,0,0,0,-0.02,-1.1,-0.56,-1.8,-2.24,-2.4,0,0,0,0,-0.43,-2.59,-3.32,-3.8,-3.56,-0.93,0,0,0,0,-0.78,-0.7,-2.93,-0.48,-2.76,-0.45,0,0,0,0.2,0.11,-1.58,-1.6,-1.85,-1.6,0,374.477,-2.6974,80.84,6,4,4,4,0,1,26,1193.230825,2.066775542,6.584996182,7.236202598,3.091187917,[H]C1C(F)C(N2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C2([H])[H])C2OC([H])([H])C([H])(C([H])([H])[H])N3C([H])C(C(O)O)C(O)C1C23
Olanzapine_CR_p,-7.657,-0.348,-9.387,-0.427,-19.06,-0.866,CR,-9.041,1,-16.995,-7.713,,,0,-0.44,0.13,0,-0.75,-14.2,-1.69,0,0,0,0,-0.42,0.13,0,0.15,-6.1,-3.12,0,0,0,0,-0.42,-0.22,0,-2.81,-12.1,-3.48,0,0,0,0,-0.12,-0.39,0,-1.44,-1.52,-4.17,0,0,0,-0.45,-0.14,0,-0.55,-5.2,-1.39,0,0,325.546,0.1145,31.74,4,3,3,4,0,1,22,1089.197536,2.059155832,4.474239844,6.595176588,3.072788178,[H]C1C([H])C([H])C2C(C1[H])N([H])C1SC(C([H])([H])[H])C([H])C1C(N1C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])N2[H]
Oliceridine_PR_p,-9.248,-0.343,-6.566,-0.243,-16.71,-0.619,PR,-10.23,1,-12.643,-5.871,,,0,0,-0.63,-1.86,-4.36,-5.2,-0.54,0,0,0,0,0,-0.12,-1.39,-3.73,-0.47,-0.86,0,0,0,0,0,-1.72,-2.84,-6.86,-3.6,-1.74,0,0,0,0,0,-1.62,-0.41,-4.38,-2.1,-0.68,0,0,0,0,-0.96,-0.02,-2.27,-1.7,-0.95,0,0,397.649,2.7121,47.1,4,2,8,4,0,1,27,1577.028253,2.247693344,4.981031613,9.336256669,4.685619755,[H]C1NC(C2(C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C3SC([H])C([H])C3OC([H])([H])[H])C([H])([H])C([H])([H])OC3(C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C2([H])[H])C([H])C([H])C1[H]
Olodaterol_SR_p,-8.597,-0.307,-10.065,-0.359,-18.289,-0.653,SR,-12.331,1,-14.45,-9.045,,,-1.23,-0.48,0,-0.97,-2.53,-6.2,-3.08,0,0,0,-0.72,-0.5,0,-1.34,-1.55,-0.84,-5.12,0,0,0,-1.23,-1,0,-2.49,-3.44,-2,-8.15,0,0,0,-1.2,-0.14,0,-0.4,-2.19,-0.48,-4.22,0,0,-0.56,-0.41,0,0.23,-1.17,-1.8,-5.31,0,0,401.568,-0.2691,107.79,6,5,12,3,0,1,28,1331.986428,2.43072483,6.151679335,9.685362819,5.875581634,[H]OC1C([H])C2C(OC([H])([H])C(O)N2[H])C(C([H])(O[H])C([H])([H])[N+]([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C2C([H])C([H])C(OC([H])([H])[H])C([H])C2[H])C1[H]
Omeprazole_CR_p,-8.053,-0.336,-7.034,-0.293,-14.07,-0.586,CR,-10.08,1,-10.055,-4.506,,,0,-0.53,-0.92,-3.28,-2.13,0,-3.19,0,0,0,0,0.35,0.57,-2.6,-1.68,0,-3.67,0,0,0,0,-1.1,-1.28,-3.83,-3.19,0,-4.73,0,0,0,0,-0.28,-1.83,-0.92,-1.72,0,-3.31,0,0,0,-0.77,-0.54,-0.05,-0.36,0,-2.8,0,0,361.552,1.1321,74.78,6,5,9,3,0,1,24,981.2680004,2.009365016,6.327781102,8.203430856,3.923886202,[H]C1NC(C([H])([H])[SH](O)C2NC3C([H])C([H])C(OC([H])([H])[H])C([H])C3N2[H])C(C([H])([H])[H])C(OC([H])([H])[H])C1C([H])([H])[H]
Ondansetron_KR_p,-7.403,-0.337,-4.269,-0.194,-10.208,-0.464,KR,-7.769,1,-7.745,-4.742,,,0,0,-1.56,-1.52,-2.54,0,-2.14,0,0,0,0,0,-0.51,-1.05,-1.13,0,-1.58,0,0,0,0,0,-1.9,-1.54,-3.47,0,-3.28,0,0,0,0,0,-2.93,-0.24,-2.08,0,-2.19,0,0,0,0,-2.71,0.06,-0.76,0,-1.32,0,0,307.482,1.4975,38.74,4,2,4,4,0,1,22,1024.11328,1.980677039,4.935225172,6.044241483,2.429368312,[H]C1NC(C([H])([H])[H])N(C([H])([H])C2([H])C(O)C3C4C([H])C([H])C([H])C([H])C4N(C([H])([H])[H])C3C([H])([H])C2([H])[H])C1[H]
Opipramol_PR_p,-10.623,-0.393,-10.417,-0.386,-20.321,-0.753,PR,-11.966,1,-17.359,-10.934,,,0.03,0,0,-0.52,-1.43,-9.6,-5.83,0,0,0,-0.13,0,0,-0.41,-0.26,-4,-5.55,0,0,0,-0.33,0,0,-0.69,-1.81,-8.3,-9.2,0,0,0,-0.47,0,0,-0.25,-2.22,-2.68,-5,0,0,-0.46,0,0,-0.01,-1.21,-3.5,-5.77,0,0,379.633,0.3656,32.35,2,3,7,4,0,1,27,1490.233502,2.11928001,4.841602375,10.04516403,5.066346734,[H]OC([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])C([H])([H])N2C3C([H])C([H])C([H])C([H])C3C([H])C([H])C3C([H])C([H])C([H])C([H])C32)C([H])([H])C1([H])[H]
Osilodrostat_PR_p,-6.669,-0.392,-5.415,-0.319,-9.966,-0.586,PR,-6.98,1,-7.001,-5.126,,,0,0,-0.67,-1.71,-1.41,0,-3.21,0,0,0,0,0,-0.31,-0.98,-0.93,0,-3.18,0,0,0,0,0,-1.13,-2.38,-2.22,0,-4.25,0,0,0,0,0,-0.91,-0.16,-1.38,0,-4.24,0,0,0,0,-1.83,-0.11,-0.93,0,-2.26,0,0,241.354,1.0932,41.29,3,2,2,3,0,1,17,582.6876967,2.154791829,5.062265709,4.824456101,2.109142254,[H]C1NC([H])N2C1C([H])([H])C([H])([H])C2([H])C1C([H])C([H])C(CN)C([H])C1F
Osimertinib_KR_p,-11.451,-0.309,-8.212,-0.222,-19.257,-0.52,KR,-14.048,1,-16.417,-6.36,,,0,-1.15,-0.99,-2.71,-1.66,-5.2,-4.68,0,0,0,0,-1.42,-1.46,-1.22,-1.36,-0.93,-1.82,0,0,0,0,-1.01,-0.85,-3.15,-1.85,-4.3,-8.07,0,0,0,0,-0.5,-2.08,-0.82,-2.2,-1.7,-4.16,0,0,0,2.57,-1.94,0.4,-1.52,-1.8,-4.16,0,0,524.819,-0.7596,88.5,8,6,17,4,0,1,37,1792.126552,2.004114518,8.582292185,13.81399261,7.43741662,[H]C([H])C([H])C(O)N([H])C1C([H])C(N([H])C2NC([H])C([H])C(C3C4C([H])C([H])C([H])C([H])C4N(C([H])([H])[H])C3[H])N2)C(OC([H])([H])[H])C([H])C1N(C([H])([H])[H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H]
Oxymetazoline_SR_p,-7.253,-0.382,-6.067,-0.319,-12.662,-0.666,SR,-8.79,1,-8.292,-6.698,,,-0.54,0,0,0,-3.35,0,-0.76,0,-3.6,0,-0.24,0,0,0,-2.55,0,-2.04,0,-1.2,0,-0.89,0,0,0,-3.61,0,-4.47,0,-3.7,0,-0.22,0,0,0,-3.02,0,-3.69,0,-0.33,-0.66,0,0,0,-2.24,0,-1.63,0,-2.2,268.445,2.2107,44.29,3,3,5,2,0,1,19,983.1691402,3.157396948,2.996617576,5.706255491,3.315024068,[H]OC1C(C([H])([H])[H])C(C([H])([H])C2N([H])C([H])([H])C([H])([H])N2[H])C(C([H])([H])[H])C([H])C1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
Oxytocin_PR_p,-11.608,-0.168,-11.094,-0.161,-25.575,-0.371,PR,-15.77,1,-17.99,1.139,,,-0.6,-2.97,-0.29,-1.53,-5.57,-5.2,-1.82,0,0,0,0.09,-4.76,0.57,-1.69,-1.75,-0.86,-2.75,0,0,0,-0.25,-2.61,-0.18,-4.96,-11.87,-2.6,-3.06,0,0,0,-0.28,-1.5,-0.08,-1.03,-6.92,0.09,-1.9,0,0,-0.13,0.59,0.48,1.41,1.12,-0.4,-1.92,0,0,1036.439,-6.6227,435.91,25,23,29,3,0,1,69,4066.630573,3.401144594,16.62569293,32.24077189,22.23693367,[H]OC1C([H])C([H])C(C([H])([H])C2([H])C(O)N([H])C([H])(C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C(O)N([H])C([H])(C([H])([H])C([H])([H])C(O)N([H])[H])C(O)N([H])C([H])(C([H])([H])C(O)N([H])[H])C(O)N([H])C([H])(C(O)N3C([H])([H])C([H])([H])C([H])([H])C3([H])C(O)N([H])C([H])(C(O)N([H])C([H])([H])C(O)N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])SSC([H])([H])C([H])([N+]([H])([H])[H])C(O)N2[H])C([H])C1[H]
Ozanimod_PR_p,-10.077,-0.336,-10.047,-0.335,-18.871,-0.629,PR,-11.342,1,-15.224,-7.448,,,-0.38,0,-0.52,-1.85,-2.49,-6.2,-3.74,0,0,0,-0.3,0,-0.24,-1.98,-1.17,-2.5,-3.83,0,0,0,-0.33,0,-1.02,-3.82,-3.91,-2.8,-7.01,0,0,0,-0.88,0,-1.13,-0.2,-3.45,-0.44,-3.97,0,0,-0.5,0,-1.33,0.28,-0.48,-1.3,-4.14,0,0,425.638,0.6822,105.38,6,5,11,4,0,1,30,1391.236787,1.739502232,7.358088913,10.55743567,5.03099672,[H]OC([H])([H])C([H])([H])[N+]([H])([H])C1([H])C2C([H])C([H])C([H])C(C3NOC(C4C([H])C([H])C(OC([H])(C([H])([H])[H])C([H])([H])[H])C(CN)C4[H])N3)C2C([H])([H])C1([H])[H]
Pacritinib_PR_p,-11.049,-0.316,-8.938,-0.255,-20.252,-0.579,PR,-14.982,1,-17.662,-9.226,,,0,-0.31,-0.24,-2.39,-3.59,-6.2,-4.91,0,0,0,0,0.66,0.13,-0.83,-1.77,-0.92,-6.19,0,0,0,0,-0.38,-0.09,-3.26,-3.88,-2.9,-9.7,0,0,0,0,-0.22,-0.31,-0.7,-2.31,-1.7,-5.8,0,0,0,-0.08,-0.49,-0.21,-2.04,-1.6,-4.75,0,0,493.757,1.6771,68.22,6,4,4,5,0,1,35,1824.121642,1.714260013,7.674927588,14.03316612,8.099848689,[H]C1NC2NC(C1[H])C1C([H])C([H])C([H])C(C1[H])C([H])([H])OC([H])([H])C([H])C([H])C([H])([H])OC([H])([H])C1C([H])C(C([H])C([H])C1OC([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])N2[H]
Paliperidone_PR_p,-9.926,-0.32,-8.057,-0.26,-17.476,-0.564,PR,-11.476,1,-15.138,-5.6,,,-1,0,-1.03,-2.03,-3.93,-5.2,-1.86,0,0,0,-0.64,0,0.22,-2.16,-1.21,-1.7,-2.6,0,0,0,-0.53,0,-1.19,-3.76,-5.79,-2.8,-3.44,0,0,0,-0.42,0,-1.65,-0.84,-4.82,-0.21,-1.98,0,0,-0.81,0,-1.9,-0.03,0.64,-1.6,-1.93,0,0,441.612,-0.2093,81.43,6,5,6,5,0,1,31,1642.467174,1.736917887,6.864955456,9.486697464,4.541409213,[H]OC1([H])C2NC(C([H])([H])[H])C(C([H])([H])C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])(C4NOC5C([H])C(F)C([H])C([H])C54)C([H])([H])C3([H])[H])C(O)N2C([H])([H])C([H])([H])C1([H])[H]
Palonosetron_PR_p,-8.547,-0.389,-8.236,-0.374,-15.231,-0.692,PR,-10.32,1,-12.738,-6.985,,,0,0,-0.14,-0.08,-3.98,-6.2,-2.33,0,0,0,0,0,0.02,-0.59,-3.14,-1.7,-2.81,0,0,0,0,0,-0.08,-0.68,-8.45,-2.2,-3.87,0,0,0,0,0,-0.17,-0.17,-3.1,-1.7,-3.41,0,0,0,0,-0.01,0,-1.95,-1.8,-3.26,0,0,305.486,1.1301,27.91,2,2,1,6,0,1,22,1355.433418,1.972924,3.684801531,5.458970431,2.115257848,[H]C1C([H])C2C(O)N(C3([H])C4([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C4([H])[H])C3([H])[H])C([H])([H])C3([H])C2C(C1[H])C([H])([H])C([H])([H])C3([H])[H]
Panobinostat_PR_p,-8.486,-0.326,-8.53,-0.328,-17.081,-0.657,PR,-10.288,1,-14.052,-7.648,,,-0.64,-1.43,-0.6,-0.79,-1.58,-6.2,-2.83,0,0,0,-0.69,-1.27,-0.14,-0.93,-0.79,-2.3,-2.42,0,0,0,-1.2,-1.64,-1.5,-0.84,-2.22,-3.6,-6.12,0,0,0,-0.4,-0.4,-1.1,0.01,-2.02,0.51,-5.07,0,0,-0.84,-1.05,-1.73,0.21,-0.24,-0.98,-3.02,0,0,368.586,1.9904,81.13,4,5,11,3,0,1,26,1168.510346,2.095940006,5.913757994,10.37313327,5.648783695,[H]ON([H])C(O)C([H])C([H])C1C([H])C([H])C(C([H])([H])[N+]([H])([H])C([H])([H])C([H])([H])C2C3C([H])C([H])C([H])C([H])C3N([H])C2C([H])([H])[H])C([H])C1[H]
Pantoprazole_CR_p,-8.032,-0.309,-8.044,-0.309,-16.055,-0.618,CR,-11.017,1,-11.083,-4.04,,,0,-0.43,-0.86,-5.39,-1.46,0,-2.92,0,0,0,0,-0.09,0.05,-4.42,-1.03,0,-2.54,0,0,0,0,-0.76,-1.13,-6.84,-2.91,0,-4.46,0,0,0,0,-0.16,-1.87,-1.28,-1.54,0,-3.18,0,0,0,-0.77,-0.32,-0.14,-0.33,0,-2.5,0,0,399.504,0.8578,84.01,7,5,9,3,0,1,26,923.0361517,1.947048094,8.74430499,9.419738971,4.850689277,[H]C1NC(C([H])([H])[SH](O)C2NC3C([H])C([H])C(OC([H])(F)F)C([H])C3N2[H])C(OC([H])([H])[H])C(OC([H])([H])[H])C1[H]
Paroxetine_CR_p,-10.116,-0.421,-8.702,-0.363,-17.593,-0.733,CR,-10.73,1,-13.764,-7.572,,,0,0,-0.26,-3.09,-2.04,-6.2,-2.15,0,0,0,0,0,-0.16,-1.96,-0.86,-1.6,-4.11,0,0,0,0,0,-0.41,-2.38,-4.23,-3.1,-7.46,0,0,0,0,0,-0.91,0.16,-2.11,-1.6,-5.64,0,0,0,0,-0.45,-0.38,-1.35,-0.63,-4.75,0,0,342.475,2.0248,44.3,3,1,4,4,0,1,24,1150.501381,1.967332732,5.400634176,7.981649066,3.948443346,[H]C1C([H])C(C2([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])C([H])([H])OC2C([H])C([H])C3OC([H])([H])OC3C2[H])C([H])C([H])C1F
Pasireotide_PR_p,-15.965,-0.207,-11.764,-0.153,-31.58,-0.41,PR,-19.951,1,-24.289,-0.958,,,0,-2.07,-0.45,-2.93,-2.49,-6.97,-9.32,0,0,0,0,-2.21,-0.7,1.05,-1.04,-2.36,-6.46,0,0,0,0,-3.43,-1.65,-3.04,-4.39,-7.4,-11.68,0,0,0,0,-0.58,-1.04,-0.32,-2.96,-1.96,-9.1,0,0,0,0.88,0.43,0.41,0.56,2.63,-5.85,0,0,1095.611,0.9453,302.8,17,16,21,8,0,1,77,4437.055042,1.718202593,18.86892351,32.33888127,18.61632022,[H]C1C([H])C([H])C(C([H])([H])OC2C([H])C([H])C(C([H])([H])C3([H])C(O)N([H])C([H])(C([H])([H])C4C([H])C([H])C([H])C([H])C4[H])C(O)N4C([H])([H])C([H])(OC(O)N([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])C([H])([H])C4([H])C(O)N([H])C([H])(C4C([H])C([H])C([H])C([H])C4[H])C(O)N([H])C([H])(C([H])([H])C4C5C([H])C([H])C([H])C([H])C5N([H])C4[H])C(O)N([H])C([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])C(O)N3[H])C([H])C2[H])C([H])C1[H]
Pazopanib_PR_p,-9.137,-0.295,-7.847,-0.253,-16.654,-0.537,PR,-12.322,1,-12.27,-5.162,,,0,-0.93,-1.33,-4.01,-0.97,0,-5.01,0,0,0,0,-0.58,-0.31,-2.74,-0.88,0,-3.38,0,0,0,0,-0.85,-1.79,-4.06,-2.35,0,-7.54,0,0,0,0,-0.29,-1.71,-0.89,-1.18,0,-5.07,0,0,0,-0.49,-1.39,-0.06,-0.54,0,-2.63,0,0,459.705,1.2577,121.08,9,7,10,4,0,1,31,1313.10555,1.745710507,8.581776382,9.693996811,5.395429299,[H]C1NC(N([H])C2C([H])C([H])C(C([H])([H])[H])C(S(O)(O)N([H])[H])C2[H])NC(N(C2C([H])C([H])C3C(NN(C([H])([H])[H])C3C([H])([H])[H])C2[H])C([H])([H])[H])C1[H]
